Material Number,Material Description,Plant,MRP Element Indicator,Item Text,Availability Date,Quantity,Request Date,Requester Email,Reservation No,Deletion Remark,Upload Date,DeleteDate,MSU,Type,Active in System,PDE Checking,Rolling Checking,availability_month,snapshot_extracted,snapshot_ts,snapshot_date,requester_role,te 
80814073.0,海飞丝去屑丝质柔滑型洗发露80G_OI,0386,38 LS 梦想量,R Component,2026-03-01 00:00:00,100.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521507,,2026-02-03 00:00:00,,0.0725,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80749196.0,海飞丝头皮专研洗发露舒痒锁水抑屑型80G_OI,1864,38 LS 梦想量,R Component,2026-03-01 00:00:00,221.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521508,,2026-02-03 00:00:00,,0.160225,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80749196.0,海飞丝头皮专研洗发露舒痒锁水抑屑型80G_OI,A673,38 LS 梦想量,R Component,2026-03-01 00:00:00,295.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521509,,2026-02-03 00:00:00,,0.213875,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80749196.0,海飞丝头皮专研洗发露舒痒锁水抑屑型80G_OI,0386,38 LS 梦想量,R Component,2026-03-01 00:00:00,221.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521510,,2026-02-03 00:00:00,,0.160225,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80885551.0,潘婷3分钟奇迹精油玫瑰+山茶(90ml+90ml),A673,38 LS 挑战量,R Component,2026-03-01 00:00:00,921.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521511,,2026-02-03 00:00:00,,0.49734,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80885572.0,潘婷3分钟奇迹精油雪松玫瑰90mlx2,A673,38 LS 挑战量,R Component,2026-03-01 00:00:00,118.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521512,,2026-02-03 00:00:00,,0.06372,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80885558.0,潘婷3分钟奇迹精油茉莉山茶90mlx2,A673,38 LS 挑战量,R Component,2026-03-01 00:00:00,33.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521513,,2026-02-03 00:00:00,,0.01782,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80885551.0,潘婷3分钟奇迹精油玫瑰+山茶(90ml+90ml),A673,38 LS 梦想量,R Component,2026-03-02 00:00:00,3288.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521514,,2026-02-03 00:00:00,,1.77552,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80885572.0,潘婷3分钟奇迹精油雪松玫瑰90mlx2,A673,38 LS 梦想量,R Component,2026-03-02 00:00:00,421.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521515,,2026-02-03 00:00:00,,0.22734,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80885558.0,潘婷3分钟奇迹精油茉莉山茶90mlx2,A673,38 LS 梦想量,R Component,2026-03-02 00:00:00,115.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521516,,2026-02-03 00:00:00,,0.0621,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80853509.0,发之食谱滋润修护洗发露530G,A672,38 LS 挑战量,R Component,2026-03-02 00:00:00,149.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521517,,2026-02-03 00:00:00,,0.2683937,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80853509.0,发之食谱滋润修护洗发露530G,A673,38 LS 挑战量,R Component,2026-03-02 00:00:00,199.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521518,,2026-02-03 00:00:00,,0.3584587,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80853509.0,发之食谱滋润修护洗发露530G,C810,38 LS 挑战量,R Component,2026-03-02 00:00:00,149.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521519,,2026-02-03 00:00:00,,0.2683937,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80852659.0,发之食谱滋润修护护发素530G,A672,38 LS 挑战量,R Component,2026-03-02 00:00:00,72.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521520,,2026-02-03 00:00:00,,0.1335816,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80852659.0,发之食谱滋润修护护发素530G,A673,38 LS 挑战量,R Component,2026-03-02 00:00:00,95.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521521,,2026-02-03 00:00:00,,0.1762535,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80852659.0,发之食谱滋润修护护发素530G,C810,38 LS 挑战量,R Component,2026-03-02 00:00:00,72.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521522,,2026-02-03 00:00:00,,0.1335816,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80853509.0,发之食谱滋润修护洗发露530G,A672,38 LS 梦想量,R Component,2026-03-02 00:00:00,149.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521523,,2026-02-03 00:00:00,,0.2683937,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80853509.0,发之食谱滋润修护洗发露530G,A673,38 LS 梦想量,R Component,2026-03-02 00:00:00,199.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521524,,2026-02-03 00:00:00,,0.3584587,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80853509.0,发之食谱滋润修护洗发露530G,C810,38 LS 梦想量,R Component,2026-03-02 00:00:00,149.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521525,,2026-02-03 00:00:00,,0.2683937,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80852659.0,发之食谱滋润修护护发素530G,A672,38 LS 梦想量,R Component,2026-03-02 00:00:00,72.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521526,,2026-02-03 00:00:00,,0.1335816,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80852659.0,发之食谱滋润修护护发素530G,A673,38 LS 梦想量,R Component,2026-03-02 00:00:00,95.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521527,,2026-02-03 00:00:00,,0.1762535,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
80852659.0,发之食谱滋润修护护发素530G,C810,38 LS 梦想量,R Component,2026-03-02 00:00:00,72.0,2026-02-02 00:00:00,liu.jp.1@pg.com,3533521528,,2026-02-03 00:00:00,,0.1335816,FG,Yes,,,2026-03,2026-02-03 01:15:26.512206+00:00,2026-02-03T09:15:26.519884+08:00,2026-02-03,CSP,
,H&S SHM 360g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-02-10 00:00:00,515.0,2026-01-26 00:00:00,liu.b.2@pg.com,3513407648, ,2026-01-26 00:00:00,,0.8401195,Material,Yes,,14.0,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900171.0
,H&S SHM 360g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-02-10 00:00:00,387.0,2026-01-26 00:00:00,liu.b.2@pg.com,3513407649, ,2026-01-26 00:00:00,,0.6313131,Material,Yes,,14.0,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900171.0
,H&S SHM 360g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-02-10 00:00:00,387.0,2026-01-26 00:00:00,liu.b.2@pg.com,3513407651, ,2026-01-26 00:00:00,,0.6313131,Material,Yes,,14.0,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900171.0
,H&S SHM 670g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-02-10 00:00:00,145.0,2026-01-26 00:00:00,liu.b.2@pg.com,3513407652, ,2026-01-26 00:00:00,,0.4402345,Material,Yes,,14.0,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900170.0
,H&S SHM 670g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-02-10 00:00:00,109.0,2026-01-26 00:00:00,liu.b.2@pg.com,3513407653, ,2026-01-26 00:00:00,,0.3309349,Material,Yes,,14.0,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900170.0
,H&S SHM 670g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-02-10 00:00:00,109.0,2026-01-26 00:00:00,liu.b.2@pg.com,3513407654, ,2026-01-26 00:00:00,,0.3309349,Material,Yes,,14.0,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900170.0
,H&S SHM 360g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,197.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407655, ,2025-12-20 00:00:00,,0.3213661,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900171.0
,H&S SHM 360g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,148.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407657, ,2025-12-20 00:00:00,,0.2414324,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900171.0
,H&S SHM 360g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,148.0,2025-12-19 00:00:00,,3513407658, ,2025-12-20 00:00:00,,0.2414324,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,Others,83900171.0
,H&S SHM 670g*12 IRM Oil Control Rose,A673,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,53.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407659, ,2025-12-20 00:00:00,,0.1609133,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900170.0
,H&S SHM 670g*12 IRM Oil Control Rose,C816,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,40.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407660, ,2025-12-20 00:00:00,,0.121444,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900170.0
,H&S SHM 670g*12 IRM Oil Control Rose,A672,H&S Core+ Max KOL HS,R Material,2026-03-01 00:00:00,40.0,2025-12-19 00:00:00,liu.b.2@pg.com,3513407661, ,2025-12-20 00:00:00,,0.121444,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,83900170.0
,PTN ROT 180GX12 MILKY MASK,A668,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,340.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765593, ,2025-12-26 00:00:00,,0.277338,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A672,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,427.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765595, ,2025-12-26 00:00:00,,0.3483039,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A673,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,484.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765598, ,2025-12-26 00:00:00,,0.3947988,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A680,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,305.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765600, ,2025-12-26 00:00:00,,0.2487885,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A715,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,44.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765602, ,2025-12-26 00:00:00,,0.0358908,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A716,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,37.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765606, ,2025-12-26 00:00:00,,0.0301809,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,C816,PNT Aurora Jar Highside Delta,R Material,2026-03-01 00:00:00,423.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765609, ,2025-12-26 00:00:00,,0.3450411,Material,Yes,,,2026-03,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A668,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,793.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765610, ,2025-12-26 00:00:00,,0.6468501,Material,Yes,,,2026-04,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A672,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,997.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765611, ,2025-12-26 00:00:00,,0.8132529,Material,Yes,,,2026-04,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A673,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,1130.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765612, ,2025-12-26 00:00:00,,0.921741,Material,Yes,,,2026-04,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A680,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,715.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765613, ,2025-12-26 00:00:00,,0.5832255,Material,Yes,,,2026-04,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A715,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,103.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765614, ,2025-12-26 00:00:00,,0.0840171,Material,Yes,,,2026-04,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,A716,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,86.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765615, ,2025-12-26 00:00:00,,0.0701502,Material,Yes,,,2026-04,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,PTN ROT 180GX12 MILKY MASK,C816,PNT Aurora Jar Highside Delta,R Material,2026-04-01 00:00:00,986.0,2025-12-26 00:00:00,xie.xy@pg.com,3516765616, ,2025-12-26 00:00:00,,0.8042802,Material,Yes,,,2026-04,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80891917.0
,H&S SHM 670GX12 Gardedia 2 in 1,A672,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,361.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191437, ,2025-12-29 00:00:00,,1.0960321,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889182.0
,H&S SHM 670GX12 Gardedia 2 in 1,A673,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,495.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191458, ,2025-12-29 00:00:00,,1.5028695,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889182.0
,H&S SHM 670GX12 Gardedia 2 in 1,A680,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,182.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191459, ,2025-12-29 00:00:00,,0.5525702,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889182.0
,H&S SHM 670GX12 Gardedia 2 in 1,A715,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,50.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191460, ,2025-12-29 00:00:00,,0.151805,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889182.0
,H&S SHM 670GX12 Gardedia 2 in 1,A716,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,67.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191461, ,2025-12-29 00:00:00,,0.2034187,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889182.0
,H&S SHM 670GX12 Gardedia 2 in 1,C816,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,397.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191462, ,2025-12-29 00:00:00,,1.2053317,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889182.0
,H&S SHM 670GX12 Apple 2 in 1,A668,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,138.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191463, ,2025-12-29 00:00:00,,0.4189818,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889183.0
,H&S SHM 670GX12 Apple 2 in 1,A672,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,508.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191464, ,2025-12-29 00:00:00,,1.5423388,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889183.0
,H&S SHM 670GX12 Apple 2 in 1,A673,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,691.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191465, ,2025-12-29 00:00:00,,2.0979451,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889183.0
,H&S SHM 670GX12 Apple 2 in 1,A680,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,255.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191466, ,2025-12-29 00:00:00,,0.7742055,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889183.0
,H&S SHM 670GX12 Apple 2 in 1,A715,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,70.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191467, ,2025-12-29 00:00:00,,0.212527,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889183.0
,H&S SHM 670GX12 Apple 2 in 1,A716,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,92.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191468, ,2025-12-29 00:00:00,,0.2793212,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889183.0
,H&S SHM 670GX12 Apple 2 in 1,C816,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,555.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191469, ,2025-12-29 00:00:00,,1.6850355,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889183.0
,H&S SHM 360GX12 Gardenia 2 in 1,A668,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,112.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191470, ,2025-12-29 00:00:00,,0.1827056,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889184.0
,H&S SHM 360GX12 Gardenia 2 in 1,A672,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,406.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191471, ,2025-12-29 00:00:00,,0.6623078,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889184.0
,H&S SHM 360GX12 Gardenia 2 in 1,A673,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,551.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191472, ,2025-12-29 00:00:00,,0.8988463,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889184.0
,H&S SHM 360GX12 Gardenia 2 in 1,A680,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,204.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191473, ,2025-12-29 00:00:00,,0.3327852,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889184.0
,H&S SHM 360GX12 Gardenia 2 in 1,A715,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,55.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191474, ,2025-12-29 00:00:00,,0.0897215,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889184.0
,H&S SHM 360GX12 Gardenia 2 in 1,A716,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,75.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191475, ,2025-12-29 00:00:00,,0.1223475,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889184.0
,H&S SHM 360GX12 Gardenia 2 in 1,C816,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,441.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191476, ,2025-12-29 00:00:00,,0.7194033,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889184.0
,H&S SHM 360GX12 Apple 2 in 1,A668,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,111.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191477, ,2025-12-29 00:00:00,,0.1810743,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889185.0
,H&S SHM 360GX12 Apple 2 in 1,A672,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,405.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191498, ,2025-12-29 00:00:00,,0.6606765,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889185.0
,H&S SHM 360GX12 Apple 2 in 1,A673,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,551.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191499, ,2025-12-29 00:00:00,,0.8988463,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889185.0
,H&S SHM 360GX12 Apple 2 in 1,A680,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,203.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191500, ,2025-12-29 00:00:00,,0.3311539,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889185.0
,H&S SHM 360GX12 Apple 2 in 1,A715,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,56.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191501, ,2025-12-29 00:00:00,,0.0913528,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889185.0
,H&S SHM 360GX12 Apple 2 in 1,A716,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,75.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191502, ,2025-12-29 00:00:00,,0.1223475,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889185.0
,H&S SHM 360GX12 Apple 2 in 1,C816,H&S Nova 2 in 1 HS,R Material,2026-02-10 00:00:00,441.0,2025-12-29 00:00:00,liu.b.2@pg.com,3518191503, ,2025-12-29 00:00:00,,0.7194033,Material,Yes,,,2026-02,2026-02-05 07:21:21.181844+00:00,2026-02-05T15:21:21.189779+08:00,2026-02-05,IOL,80889185.0
